Published Date,Project Type,Project Type Name,Budget Line,Budget Line Title,Funding Type,First Fiscal Year,Fiscal Year 1 Amount,Fiscal Year 2 Amount,Fiscal Year 3 Amount,Fiscal Year 4 Amount
20210114,PV,CULTURAL INSTITUTIONS,PV 0N123,"NEW YORK LIVE ARTS, INC. (FORMERLY DANCE THEATER WORKSHOP)",C,2022,0,0,0,673000
20210114,PV,CULTURAL INSTITUTIONS,PV 0N143,ELAINE KAUFMAN CULTURAL CENTER,C,2022,23000,108000,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N144,STREB/RINGSIDE,C,2022,0,0,0,2404000
20210114,PV,CULTURAL INSTITUTIONS,PV 0N162,FRANKLIN H. WILLIAMS CARIBBEAN CULTURAL CTR AFRICAN DIASPORA INST,C,2022,0,0,0,9999
20210114,PV,CULTURAL INSTITUTIONS,PV 0N176,GUGGENHEIM MUSEUM,C,2022,0,0,13000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N209,JEWISH CHILDREN'S MUSEUM,C,2022,0,675000,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N222,JOYCE THEATER,C,2022,0,0,54695,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N258,"MARK MORRIS DANCE GROUP (DISCALCED, INC.)",C,2022,0,0,32000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N277,MUSEUM FOR AFRICAN ART,C,2022,0,0,0,2027999
20210114,PV,CULTURAL INSTITUTIONS,PV 0N288,NATIONAL MUSEUM OF THE AMERICAN INDIAN,C,2022,0,82000,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N333,PREGONES THEATER,C,2022,29,0,0,2504000
20210114,PV,CULTURAL INSTITUTIONS,PV 0N423,THE JEWISH MUSEUM,C,2022,0,14000,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N645,BROOKLYN YOUTH CHORUS,C,2022,0,0,24954,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N741,"CHINA INSTITUTE IN AMERICA, INC.",C,2022,9946,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N794,"AMERICAS SOCIETY, INC.",C,2022,245000,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0N814,"DIA CENTER FOR THE ARTS, INC.",C,2022,0,0,0,1750000
20210114,PV,CULTURAL INSTITUTIONS,PV 0N860,JACQUES MARCHAIS MUSEUM OF TIBETAN ART,C,2022,0,0,0,68000
20210114,PV,CULTURAL INSTITUTIONS,PV 0N954,NOBLE MARITIME COLLECTION,C,2022,0,0,308000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0001,LOUIS ARMSTRONG HOUSE,C,2022,190000,0,50000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0022,"METROPOLITAN MUSEUM OF ART, IMPROVEMENTS",C,2022,0,0,3334166,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0034,"AMERICAN MUSEUM OF NATURAL HISTORY, IMPROVEMENTS AND ADDITION",C,2022,0,0,3835074,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0040,FLUSHING TOWN HALL,C,2022,0,263554,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0101,RECONSTRUCTION AND IMPROVEMENTS TO THE MUSEUM OF JEWISH HERITAGE,C,2022,0,0,0,26000
20210114,SE,SEWERS,SE 0200K,"CONSTR. & RECONSTR. STORM SEWERS, BROOKLYN",C,2022,0,0,3442495,1128000
20210114,PV,CULTURAL INSTITUTIONS,PV 0175,"STATEN ISLAND ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2022,2065826,161000,1395000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0176,"NEW YORK ZOOLOGICAL SOCIETY, IMPROVEMENTS",C,2022,0,780544,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0234,"CLEMENTE SOTO VELEZ CULTURAL AND EDUCATIONAL CENTER, INC.",C,2022,2675000,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0235,"BROOKLYN MUSEUM, IMPROVEMENTS",C,2022,0,2493383,5373000,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0262,"BROOKLYN CHILDREN'S MUSEUM, IMPROVEMENTS",C,2022,0,0,0,2324000
20210114,PV,CULTURAL INSTITUTIONS,PV 0272,"QUEENS BOTANICAL GARDEN SOCIETY, IMPROVEMENTS",C,2022,0,653461,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0274,"HALL OF SCIENCE, FLUSHING MEADOW PARK, ADDITIONS, BETTERMENTS",C,2022,0,0,0,407098
20210114,PV,CULTURAL INSTITUTIONS,PV 0341,"RICHMONDTOWN/LATOURETTE PARK, IMPROVEMENTS",C,2022,0,0,4206,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0464,WAVE HILL ENVIRONMENTAL CENTER IMPROVEMENTS,C,2022,0,0,1735335,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0466,"QUEENS THEATER IN THE PARK, IMPROVEMENTS",C,2022,0,0,504701,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0467,"CONSTRUCTION, IMPROVEMENTS, ACQUISITION, ALL CULTURAL INSTITUTIONS",C,2022,5427696,6736000,6559000,18911000
20210114,PV,CULTURAL INSTITUTIONS,PV 0471,"BRONX MUSEUM OF THE ARTS, IMPROVEMENTS",C,2022,0,3254658,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0475,NEW YORK STATE THEATER ALTERATIONS AND IMPROVEMENTS.,C,2022,0,387402,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0477,"STATEN ISLAND CHILDREN'S MUSEUM, IMPROVEMENTS",C,2022,91887,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0490,"SNUG HARBOR, IMPROVEMENTS",C,2022,751493,0,0,0
20210114,PV,CULTURAL INSTITUTIONS,PV 0501,"P.S.1 (ART INSTITUTE), RECONSTRUCTION AND IMPROVEMENTS",C,2022,0,0,573764,3763000
20210114,PV,CULTURAL INSTITUTIONS,PV 0502,"JAMAICA ARTS CENTER, RECONSTRUCTION AND IMPROVEMENTS",C,2022,0,0,0,1797634
20210114,PV,CULTURAL INSTITUTIONS,PV 0788,THE 122 COMMUNITY CENTER INC.,C,2022,0,0,289305,0
20210114,PW,PUBLIC BUILDINGS,PW QN620,MASPETH TOWN HALL,C,2022,839,0,0,0
20210114,PW,PUBLIC BUILDINGS,PW XN237,JEWISH BOARD OF FAMILY AND CHILDREN'S SERVICES,C,2022,1000,0,0,0
20210114,PW,PUBLIC BUILDINGS,PW XN630,MADISON SQUARE BOYS AND GIRLS CLUB,C,2022,0,301,0,0
20210114,PW,PUBLIC BUILDINGS,PW XN725,"BRONXWORKS, INC.",C,2022,0,0,0,351
20210114,PW,PUBLIC BUILDINGS,PW 0N055,BOROUGH PARK JEWISH COMMUNITY CENTER,C,2022,0,400000,0,0
20210114,PW,PUBLIC BUILDINGS,PW 0077,"PUBLIC BUILDINGS & OTHER CITY PURPOSES, CITYWIDE",C,2022,54264258,59015000,135337000,47309000
20210114,PW,PUBLIC BUILDINGS,PW 0080,"2 LAFAYETTE STREET, MANHATTAN",C,2022,0,51707,2200000,0
20210114,PW,PUBLIC BUILDINGS,PW 0193,"MUNICIPAL BUILDING, MANHATTAN, SPACE ALTERATIONS",C,2022,200480,1165000,0,600000
20210114,PW,PUBLIC BUILDINGS,PW 0195,"RECONSTRUCTION OF 80 CENTRE STREET, MANHATTAN",C,2022,0,2441550,0,4200000
20210114,PW,PUBLIC BUILDINGS,PW 0266,"125 WORTH STREET, MANHATTAN",C,2022,0,1498399,0,0
20210114,PW,PUBLIC BUILDINGS,PW 0282,"ADA COMPLIANCE, CITYWIDE",C,2022,500000,0,7044000,3500000
20210114,PW,PUBLIC BUILDINGS,PW 0291,BROOKLYN BOROUGH HALL,C,2022,349816,4198000,0,0
20210114,PW,PUBLIC BUILDINGS,PW 0293,"LOCAL LAW 5 IMPROVEMENTS, CITYWIDE",C,2022,2757994,6530000,52200000,117638000
20210114,PW,PUBLIC BUILDINGS,PW 0308,PURCHASE OF EQUIPMENT FOR CITY PURPOSES,C,2022,400910,876000,350000,443000
20210114,PW,PUBLIC BUILDINGS,PW 0310,"31 CHAMBERS STREET, MANHATTAN",C,2022,0,0,0,1486996
20210114,PW,PUBLIC BUILDINGS,PW 0317,"LOCAL LAW 11 IMPROVEMENTS, CITYWIDE",C,2022,0,0,1290429,0
20210114,PW,PUBLIC BUILDINGS,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,C,2022,3200000,0,0,0
20210114,PW,PUBLIC BUILDINGS,PW 0322,"345 ADAMS STREET, BROOKLYN",C,2022,0,0,853194,0
20210114,PW,PUBLIC BUILDINGS,PW 0324,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DCAS,C,2022,0,2744695,3660000,7899000
20210114,PW,PUBLIC BUILDINGS,PW 0335,"ABATEMENT OF UNSAFE CONDITIONS ON CITY PROPERTY, CITYWIDE",C,2022,0,0,0,1050316
20210114,PW,PUBLIC BUILDINGS,PW 0348,VAPOR CONTROL IMPROVEMENTS,C,2022,7422134,661000,0,47826000
20210114,PW,PUBLIC BUILDINGS,PW 0357,"253 BROADWAY, MANHATTAN",C,2022,0,0,3998516,11520000
20210114,RE,REAL PROPERTY,RE 0025,DEVELOPMENT OF CITY OWNED PROPERTY,C,2022,0,3864725,1698000,2643000
20210114,S,SANITATION,S  0129,COLLECTION TRUCKS AND EQUIPMENT,C,2022,0,115192646,235337000,255743000
20210114,S,SANITATION,S  0136,"GARAGES AND OTHER FACILITIES, IMPROVEMENTS",C,2022,0,71698245,71182000,165589000
20210114,S,SANITATION,S  0186,"SANITATION GARAGE FOR DISTRICT 3/3A, BROOKLYN",C,2022,2995778,0,0,0
20210114,S,SANITATION,S  0216,"CONSTRUCTION, RECONSTRUCTION MARINE TRANSFER STATIONS",C,2022,0,17644789,5480000,3948000
20210114,S,SANITATION,S  0222,PURCHASE OF ELECTRONIC DATA PROCESSING EQUIPMENT FOR DPT. SANITATION,C,2022,1274574,5615000,4607000,3500000
20210114,S,SANITATION,S  0248,"CONS OF SANITATION GARAGE DISTRICTS 9, 10 & 11, THE BRONX",C,2022,0,0,246748000,0
20210114,SE,SEWERS,SE 0004,HIGH LEVEL STORM SEWERS,C,2022,0,0,12399398,108325000
20210114,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),C,2022,51459611,30514000,5210000,17000000
20210114,SE,SEWERS,SE 0200Q,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, QUEENS",C,2022,40282626,112910000,28206000,142649000
20210114,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",C,2022,0,41858219,78047000,49078000
20210114,SE,SEWERS,SE 0200X,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, BRONX",C,2022,0,427243,16000,0
20210114,SE,SEWERS,SE 0716,"LAND ACQUISITION, STORM WATER MANAGEMENT, STATEN ISLAND",C,2022,15879151,8844000,8000000,22633000
20210114,SE,SEWERS,SE 0785,"STORM SEWER IN FORMER JWS AREA, QUEENS",C,2022,34999,0,0,0
20210114,SE,SEWERS,SE 0789,"STORM SEWER IN B. 63RD STREET, QUEENS",C,2022,0,0,0,4064999
20210114,SE,SEWERS,SE 1000,"CONSTRUCTION OF SEWER PROJECTS, CITYWIDE",C,2022,1411713,0,21000,0
20210114,T,TRANSIT AUTHORITY,T  0005A,IMPROVEMENTS RAPID TRANSIT SYSTEM,C,2022,4000000,4000000,4000000,4000000
20210114,T,TRANSIT AUTHORITY,T  0007A,"NEW VEHICLES, FACILITIES FOR SURFACE AND MABSTOA",C,2022,1000000,1000000,1000000,1000000
20210114,T,TRANSIT AUTHORITY,T  0131,"MISCELLANEOUS RECONSTRUCTION TO LINES UNDER OPERATION, CITY WIDE",C,2022,0,35000000,35000000,35000000
20210114,T,TRANSIT AUTHORITY,T  0169,VARIOUS TRANSIT AUTHORITY PROJECTS AND PURCHASES,C,2022,45333000,0,0,0
20210114,TD,TRANSPORTATION EQUIPMENT,TD 0019,PURCHASE OF COMPUTER EQUIPMENT FOR DOT,C,2022,2534409,6425000,7459000,3638000
20210114,TF,TRAFFIC,TF 0001,"INSTALLATION OF STREET-SURFACE MARKINGS AND TRAFFIC SIGNALS, ALL BOROS",C,2022,0,0,0,35371750
20210114,TF,TRAFFIC,TF 0777,"BUS RAPID TRANSIT, CITYWIDE",C,2022,0,0,195030,27000
20210114,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,C,2022,0,0,1209999,0
20210114,EP,DEP EQUIPMENT,EP 0006,ACQUISITION/RECON/CON LEASED & OWNED FACILITIES BY DEP,E,2022,0,0,5999997,0
20210114,EP,DEP EQUIPMENT,EP 0007,"MANDATED PAYMENTS FOR PRIVATE GAS UTILITY RELOCATION, DEP, CITYWIDE",E,2022,0,0,0,158152205
20210114,EP,DEP EQUIPMENT,EP 0010,"INSTALLATION OF WATER MEASURING DEVICES, CITYWIDE",E,2022,0,623718,9146000,5490000
20210114,P,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",E,2022,11000,0,0,0
20210114,SE,SEWERS,SE 0001,PROFESSIONAL SERVICES FOR SANITARY AND COMBINED DRAINAGE PLAN PREP.,E,2022,0,79995000,106160000,208901000
20210114,SE,SEWERS,SE 0002,CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS,E,2022,0,191998,3694000,3000000
20210114,SE,SEWERS,SE 0002K,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BROOKLYN",E,2022,26573376,53645000,11636000,31468000
20210114,SE,SEWERS,SE 0002M,"CONSTR. & RECONSTR. SANITARY & COMBINED SEWERS, MANHATTAN",E,2022,71099400,12480000,2536000,0
20210114,SE,SEWERS,SE 0002Q,"CONSTRUCTION AND RECONSTRUCTION OF SANITARY AND COMBINED SEWERS, QNS.",E,2022,0,42184178,6410000,21014000
20210114,SE,SEWERS,SE 0002R,"CONST. & RECONST. OF SANITARY & COMBINED SEWERS, STATEN ISLAND",E,2022,42913986,24011000,25049000,28688000
20210114,SE,SEWERS,SE 0002X,"CONSTRUCTION & RECONSTRUCTION OF SANITARY & COMBINED SEWERS, BRONX",E,2022,8325025,15889000,613000,0
20210114,SE,SEWERS,SE 0432,"ENGINEERING, ARCH., ADMINIS. & OTHER COSTS ETC., DEPT. OF ENV. PROT.",E,2022,5855309,7500000,14180000,7352000
20210114,SE,SEWERS,SE 0758,"GUNITING OF SEWERS, CITYWIDE",E,2022,15087480,0,0,0
20210114,SE,SEWERS,SE 9336,"COMBINED SEWER, 80TH STREET",E,2022,0,0,0,12200000
20210114,W,WATER SUPPLY,W  0005,ADDITIONAL WATER SUPPLY EMERGENCY AND PERMANENT,E,2022,19371659,9000000,9000000,9000000
20210114,W,WATER SUPPLY,W  0010,CITY TUNNEL NO. 3 STAGE 1,E,2022,0,0,335151633,55000000
20210114,W,WATER SUPPLY,W  0013,"CITY TUNNEL NUMBER 3, STAGE 2",E,2022,311137190,26250000,207076000,9000000
20210114,W,WATER SUPPLY,W  0014,KENSICO - CITY TUNNEL,E,2022,0,0,165857000,588620000
20210114,W,WATER SUPPLY,W  0015,RECONSTRUCTION OF CITY WATER TUNNEL NO. 1,E,2022,964999,0,0,0
20210114,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0001,"WATER MAIN EXTENSIONS, CITYWIDE",E,2022,0,131756771,150898000,243543000
20210114,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0006,TRUNK MAIN EXTENSIONS AND IMPROVEMENTS TO PUMPING STATIONS & BLDGS.,E,2022,0,23878823,76010000,78265000
20210114,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0011,THE CONSTRUCTION OF CROTON FILTRATION PLANT AND ANCILLARY WORK,E,2022,0,0,0,16973528
20210114,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0030,IMPROVEMENTS TO STRUCTURES INCL. EQUIP. ON WATER SHEDS OUTSIDE CITY.,E,2022,205560637,266126000,298492000,272414000
20210114,WM,"WATER MAINS, SOURCES AND TREATMENT",WM 0105,"WATER SUPPLY IMPROVEMENTS, CITYWIDE",E,2022,16285907,32400000,8751000,55500000
20210114,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,E,2022,0,527808647,507930000,398157000
20210114,WP,WATER POLLUTION CONTROL,WP 0164,NORTH RIVER WATER POLLUTION CONTROL PROJECT,E,2022,42458021,3500000,54000000,3500000
20210114,WP,WATER POLLUTION CONTROL,WP 0169,"COMBINED SEWER OVERFLOW ABATEMENT FACILITIES, CITYWIDE",E,2022,129148423,187831000,119200000,319301000
20210114,WP,WATER POLLUTION CONTROL,WP 0206,TWENTY SIXTH WARD WATER POLLUTION CONTROL PROJECT,E,2022,11304849,2300000,300000,300000
20210114,WP,WATER POLLUTION CONTROL,WP 0247,UPGRADE JAMAICA WATER POLLUTION CONTROL PROJECT,E,2022,479799,0,0,0
20210114,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",E,2022,142227742,84042000,174532000,106600000
20210114,WP,WATER POLLUTION CONTROL,WP 0282,"ENG., ARCH., ADMIN. AND OTHER COSTS, DEPT. OF WATER RESOURCES",E,2022,0,68379420,44090000,88590000
20210114,WP,WATER POLLUTION CONTROL,WP 0285,"BIONUTRIENT REMOVAL FACILITIES, CITYWIDE",E,2022,0,22982079,4000000,4000000
20210114,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",F,2022,2155000,784000,0,0
20210114,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",F,2022,67478,1050000,0,0
20210114,E,EDUCATION,E  2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,F,2022,3288000,0,0,0
20210114,ED,ECONOMIC DEVELOPMENT,ED 0075,"ACQUISITION, SITE DEVELOPMENT, CONSTRUCTION & RECONSTRUCTION, CITYWIDE",F,2022,26532779,429000,2393000,25349000
20210114,ED,ECONOMIC DEVELOPMENT,ED 0319,BROOKLYN NAVY YARD,F,2022,17601088,0,0,0
20210114,FA,FERRIES & AVIATION,FA 0021,"FERRY BOATS, TERMINALS, FLOATING EQUIPMENT AND RELATED ITEMS",F,2022,32264313,0,0,3236000
20210114,FA,FERRIES & AVIATION,FA 0026,FERRY MAINTENANCE FACILITY,F,2022,247000,0,0,0
20210114,FA,FERRIES & AVIATION,FA 0313,"RECONSTRUCTION OF FERRY VESSELS, STATEN ISLAND TO MANHATTAN SERVICE",F,2022,50615000,0,0,0
20210114,HB,HIGHWAY BRIDGES,HB 0278,"BQE (278-I) FROM SANDS STREET TO ATLANTIC AVENUE, BROOKLYN",F,2022,0,40000000,0,0
20210114,HB,HIGHWAY BRIDGES,HB 1012,"DESIGN COST FOR BRIDGE FACILITIES, CITYWIDE",F,2022,0,18618000,0,0
20210114,HB,HIGHWAY BRIDGES,HB 1090,"RECON OF THE BELT/SHORE PARKWAY BRIDGE OVER NOSTRAND AVE, BROOKLYN",F,2022,0,9310000,0,0
20210114,HB,HIGHWAY BRIDGES,HB 1139,"RECON EAST 183RD ST BR/METRO-NORTH RR, HAR, THE BRONX",F,2022,0,11200000,0,0
20210114,HB,HIGHWAY BRIDGES,HB 1189,"RECONSTRUCT W 79TH ST/79TH ST BOAT BASIN 30TH ST BRANCH, MANHATTAN",F,2022,41956000,0,0,0
20210114,HB,HIGHWAY BRIDGES,HB 1205,"RECONSTRUCT 5TH AVENUE BRIDGE OVER LIRR AND SEA BEACH, BROOKLYN",F,2022,21572000,0,0,0
20210114,HB,HIGHWAY BRIDGES,HB 4146,"WEST TREMONT AVENUE BRIDGE OVER METRO NORTH RAIL ROAD, THE BRONX",F,2022,22000000,0,0,0
20210114,BR,WATERWAY BRIDGES,BR 0253,RECONSTRUCTION OF WILLIAMSBURG BRIDGE,F,2022,118749997,0,0,0
20210114,BR,WATERWAY BRIDGES,BR 0287,RECONSTRUCTION: MACOMBS DAM BRIDGE OVER HARLEM RIVER,F,2022,281999,0,0,0
20210114,HD,HOUSING & DEVELOPMENT,HD 0201,"ASSISTED LIVING AND SENIOR HOUSING, CITYWIDE",F,2022,22080000,25000000,5000000,5000000
20210114,HD,HOUSING & DEVELOPMENT,HD 0222,SUPPORTIVE HOUSING,F,2022,0,0,0,19973634
20210114,HL,HEALTH,HL 0083,"IMPROVEMENTS TO MEDICAL EXAMINER FACILITIES, CITYWIDE",F,2022,387,0,0,0
20210114,HO,HEALTH & HOSPITALS CORP.,HO 0214,"HOSPITALS, IMPROVEMENTS",F,2022,0,148218789,219754000,36638000
20210114,HR,HUMAN RESOURCES,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,F,2022,0,0,481059,4846000
20210114,HR,HUMAN RESOURCES,HR 0109,PURCHASE OF EQUIPMENT FOR USE BY HUMAN RESOURCES,F,2022,0,0,62783,129000
20210114,HR,HUMAN RESOURCES,HR 0110,COMMUNICATION SYSTEM DEVELOPMENT,F,2022,0,215592,1030000,2404000
20210114,HR,HUMAN RESOURCES,HR 0120,COMPUTER EQUIPMENT,F,2022,487583,9059000,495000,433000
20210114,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",F,2022,240000,0,0,0
20210114,HW,HIGHWAYS,HW 0001M,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS ETC., MANHATTAN",F,2022,10712244,600000,24435000,0
20210114,HW,HIGHWAYS,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",F,2022,0,3323145,0,0
20210114,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",F,2022,0,738999,92000,0
20210114,HW,HIGHWAYS,HW 0200,SIDEWALK CONSTRUCTION,F,2022,460227,0,586000,1380000
20210114,HW,HIGHWAYS,HW 0796,"RECONSTRUCTION OF SCHENCK AVENUE, BROOKLYN",F,2022,3600000,0,0,0
20210114,HW,HIGHWAYS,HW 0876,"RECONSTRUCTION OF WYCKOFF AVENUE, BROOKLYN",F,2022,0,0,0,2127000
20210114,HW,HIGHWAYS,HW 0988,"HAZARD ELIMINATION PROGRAM, CITY WIDE",F,2022,0,6554707,1250000,0
20210114,HW,HIGHWAYS,HW 1666,"RECONSTRUCTION OF TIMES / DUFFY SQUARE AREA, MANHATTAN",F,2022,0,0,200000,0
20210114,HW,HIGHWAYS,HW 1678,"CONSTRUCTION, ACQUISITION, IMPROVEMENTS - CULTURALS",F,2022,0,3145000,0,0
20210114,HW,HIGHWAYS,HW 1684,"CONSTRUCTION OF STREETS, MALLS, SQUARES, TRIANGLES, PLANYC",F,2022,3382400,0,0,0
20210114,P,PARKS,P  0245K,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, BRKLYN",F,2022,0,43996,0,0
20210114,P,PARKS,P  0245M,"MISCELLANEOUS PARKS, PLAYGROUNDS, CONSTRUCTION, RECONSTRUCTION, MAN.",F,2022,80738,1728000,0,0
20210114,P,PARKS,P  0581,"ROCKAWAY BEACH, BOARDWALK REDECKING",F,2022,1195997,0,0,0
20210114,P,PARKS,P  0697,"CROTONA PARK, REHABILITATION",F,2022,0,79999,0,0
20210114,P,PARKS,P  1018,"PARK IMPROVEMENTS, ALL BOROUGHS.",F,2022,0,75478288,130681000,0
20210114,P,PARKS,P  1326,HIGH LINE PARK,F,2022,0,0,999,0
20210114,PU,"RESILIENCY, TECHNOLOGY & EQUIP.",PU 0100,CITYWIDE RESILIENCY MEASURES,F,2022,5360831,0,0,0
20210114,PW,PUBLIC BUILDINGS,PW 0319,ACQUISITION OF BUILDINGS AND OTHER REAL PROPERTY,F,2022,2400000,0,0,0
20210114,SE,SEWERS,SE 0005,STORM SEWER BEST MANAGEMENT PRACTICE (BMP),F,2022,2551163,0,0,0
20210114,SE,SEWERS,SE 0200R,"CONSTRUCTION & RECONSTRUCTION OF STORM SEWERS, STATEN ISLAND",F,2022,41392,0,0,0
20210114,TF,TRAFFIC,TF 0503,"STREET LIGHTING, CITYWIDE",F,2022,0,0,5295000,0
20210426,ED,ECONOMIC DEVELOPMENT,ED 0319,BROOKLYN NAVY YARD,F,2022,17601088,0,0,0
20210114,WP,WATER POLLUTION CONTROL,WP 0112,RECONSTRUCTION OF WATER POLLUTION CONTROL PROJECTS,F,2022,0,44032774,15750000,0
20210114,WP,WATER POLLUTION CONTROL,WP 0269,"CONSTRUCTION, RECONSTRUCTION OF PUMPING STATION/FORCE MAINS, CITYWIDE",F,2022,309000,0,2094000,0
20210114,CO,COURTS,CO 0272,45 MONROE PL. - BROOKLYN APPELLATE DIVISION COURTHOUSE- 2ND DEPT.,S,2022,2342423,224000,4263000,0
20210114,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0003,"IMPROVEMENTS OF STRUCTURES FOR  ACS, CITYWIDE",S,2022,5193000,1837000,0,0
20210114,CS,ADMIN FOR CHILDREN'S SERVICES,CS 0004,"EQUIPMENT FOR  ACS, CITYWIDE",S,2022,0,2321181,0,0
20210114,E,EDUCATION,E  2365,E-2365 SEVENTH FIVE-YEAR EDUCATIONAL FACILITIES CAPITAL PLAN,S,2022,326000000,326000000,326000000,275000000
20210114,FA,FERRIES & AVIATION,FA 0021,"FERRY BOATS, TERMINALS, FLOATING EQUIPMENT AND RELATED ITEMS",S,2022,522998,0,0,1000
20210114,FA,FERRIES & AVIATION,FA 0027,"PRIVATE FERRY FACILITIES, BOATS, FLOATING EQUIPMENT, ETC.",S,2022,536999,0,814000,0
20210114,HB,HIGHWAY BRIDGES,HB 1012,"DESIGN COST FOR BRIDGE FACILITIES, CITYWIDE",S,2022,0,200000,0,0
20210114,HB,HIGHWAY BRIDGES,HB 1147,"RECON BROADWAY BRIDGE OVER THE HARLEM RIVER, MANHATTAN",S,2022,0,193797,0,0
20210114,HL,HEALTH,HL 0082,"IMPROVEMENTS TO HEALTH FACILITIES, CITYWIDE",S,2022,0,0,2232057,392000
20210114,HR,HUMAN RESOURCES,HR 0025,IMPROVEMENTS OF STRUCTURES FOR USE BY DEPARTMENT OF SOCIAL SERVICES,S,2022,0,0,1370759,2306000
20210114,HR,HUMAN RESOURCES,HR 0110,COMMUNICATION SYSTEM DEVELOPMENT,S,2022,0,205087,512000,1099000
20210114,HW,HIGHWAYS,HW 0001,"CONSTRUCTION, RECONSTRUCTION OF HIGHWAYS, RESURFACING OF STREETS",S,2022,600000,0,0,0
20210114,HW,HIGHWAYS,HW 0001K,"CONSTRUCTION & RECONSTRUCTION OF HIGHWAYS, ETC., BROOKLYN",S,2022,0,3344494,0,5599000
20210114,HW,HIGHWAYS,HW 0001R,"CONSTRUCTION AND RECONSTRUCTION OF HIGHWAYS, ETC., S.I.",S,2022,0,0,748049,0
20210114,HW,HIGHWAYS,HW 0001X,"HIGHWAY REPAVING, BRONX",S,2022,0,246999,0,100000
20210114,HW,HIGHWAYS,HW 0349,REPAVING & RESURFACING STREETS- INHOUSE FORCES,S,2022,4493839,0,0,0
20210114,P,PARKS,P  0007,CONEY ISLAND BOARDWALK IMPROVEMENTS,S,2022,0,0,2560000,0
